customer_id,first_name,last_name,date_of_birth,gender,email,phone_number,address,country,account_creation_date,employment_status,annual_income,credit_score,suitability_test_score,marital_status,marketing_consent_email,marketing_consent_sms,marketing_consent_line_oa,marketing_consent_web_mobile_push,data_processing_consent,signup_source,product_holding_flag_deposit,product_holding_flag_payment,product_holding_flag_investment,product_holding_flag_insurance,asset_under_management_deposit,asset_under_management_payment,asset_under_management_investment,asset_under_management_insurance,total_asset_under_management,customer_tier
CUST-A005392,Pada,Sukhenai,2011-11-23T00:00:00+07:00,Female,pada.sukhenai@example.com,+6616366795,651/12 ถนนไสยกิจ วัดปากทรงใต้ บ้านแพง นนทบุรี 42210,Thailand,2023-07-12T00:00:00+07:00,Retired,868790,581,3,Widowed,True,True,True,False,False,Web,True,True,False,True,165233,37467,218143,42839,463682,Bronze
CUST-A005393,Nattawun,Charoensuksopol,1928-12-17T00:00:00+07:00,Female,nattawun.charoensuksopol@example.com,+6614143067,19 หมู่ 89 ถ.สังข์กรด ตำบลบางดี อำเภอปากคาด หนองคาย 94560,Thailand,2024-03-15T00:00:00+07:00,Retired,6449262,396,1,Single,True,False,True,False,False,Web,True,True,True,True,50095,280124,18531,91168,439918,Bronze
CUST-A005394,Pornchanok,Suraprachit,1926-12-12T00:00:00+07:00,Other,pornchanok.suraprachit@example.com,+6618732100,10 หมู่ 9 ถ.ไทยสุชาต อ.ภูเขียว เพชรบูรณ์ 39960,Thailand,2023-10-09T00:00:00+07:00,Unemployed,2685629,457,2,Widowed,True,False,False,True,True,Android,True,True,True,True,43868,137980,23012,26402,231262,Bronze
CUST-A005395,Wassaya,Chaihirankarn,1919-02-02T00:00:00+06:42,Other,wassaya.chaihirankarn@example.com,+6616655030,34/90 ถนนราชมณี ตำบลปากทรง อำเภอห้วยขวาง พิจิตร 89540,Thailand,2023-09-27T00:00:00+07:00,Employed,8564109,682,8,Married,True,False,False,False,True,iOS,True,False,True,True,7843,3477,2869,295,14484,Bronze
CUST-A005396,Pak,Youprasert,1984-10-06T00:00:00+07:00,Male,pak.youprasert@example.com,+6616762994,3/0 ถนนดิศดใน แก้งคร้อ ระนอง 69790,Thailand,2024-07-07T00:00:00+07:00,Employed,7624770,666,1,Divorced,False,True,False,True,False,iOS,True,True,True,False,268,9238,239,3031,12776,Bronze
CUST-A005397,Sittikorn,Chaihirankarn,1937-08-28T00:00:00+07:00,Male,sittikorn.chaihirankarn@example.com,+6611814674,5/1 ถ.ทรงโกมล ต.ห้วยยอดใหญ่ อ.เทิง พะเยา 16270,Thailand,2024-03-23T00:00:00+07:00,Unemployed,1925211,687,2,Single,False,True,False,True,True,iOS,True,True,False,True,259209,18723,34592,112296,424820,Bronze
CUST-A005398,Aunyaporn,Phusilarungrueng,1916-12-22T00:00:00+06:42,Female,aunyaporn.phusilarungrueng@example.com,+6612702207,2 ถนนไตรบรรพ ตำบลยางตลาด อำเภอภักดีชุมพล นครราชสีมา 53410,Thailand,2024-04-06T00:00:00+07:00,Employed,5544382,795,1,Widowed,True,False,True,False,True,iOS,True,False,True,True,65146,5108,37691,156518,264463,Bronze
CUST-A005399,Wassaya,Prakalpawong,1922-09-26T00:00:00+07:00,Female,wassaya.prakalpawong@example.com,+6611678479,965 ถ.ตันตราจิณ อ.นาหว้า ศรีสะเกษ 43720,Thailand,2024-01-01T00:00:00+07:00,Retired,2512468,396,6,Widowed,False,False,True,False,True,Web,True,True,True,True,24685,7007,177594,151454,360740,Bronze
CUST-A005400,Chanya,Sooksawang,1931-12-07T00:00:00+07:00,Other,chanya.sooksawang@example.com,+6619032727,23/21 ถนนนิษประปัญจ์ อำเภอเวียงป่าเป้า สมุทรสงคราม 89650,Thailand,2023-08-22T00:00:00+07:00,Retired,1780744,405,8,Widowed,False,True,False,False,True,Web,True,True,True,True,107310,31701,67562,259958,466531,Bronze
CUST-A005401,Nutcha,Chaihirankarn,1974-05-26T00:00:00+07:00,Male,nutcha.chaihirankarn@example.com,+6613477363,13 หมู่ 8 ถนนนกทอง หนองบัวระเหว เพชรบูรณ์ 37100,Thailand,2024-03-07T00:00:00+07:00,Student,9503961,836,5,Married,True,False,True,False,False,Web,True,True,True,True,22029,193932,61750,104961,382672,Bronze
CUST-A005402,Nutwadee,Matinawin,1986-06-20T00:00:00+07:00,Female,nutwadee.matinawin@example.com,+6612818038,24 หมู่ 74 ถ.ชำนาญวาด ต.เกาะโพธิ์ อ.พระนคร ลำปาง 72240,Thailand,2024-05-26T00:00:00+07:00,Employed,1719326,622,2,Divorced,True,False,True,True,False,Android,True,False,True,True,109370,48376,62775,31218,251739,Bronze
CUST-A005403,Peem,Pothanun,1938-12-25T00:00:00+07:00,Other,peem.pothanun@example.com,+6614854098,12 ถนนโพธิสัตย์ เกาะโพธิ์ใหม่ พระนคร สิงห์บุรี 85990,Thailand,2023-12-24T00:00:00+07:00,Unemployed,7998034,556,4,Divorced,False,True,True,False,False,Android,False,True,True,False,24642,6325,143103,29989,204059,Bronze
CUST-A005404,Pannawich,Todsapornpitakul,1912-12-11T00:00:00+06:42,Female,pannawich.todsapornpitakul@example.com,+6614158026,00 ถนนบุตราช ต.อิตื้อ อ.หนอกจอก อุดรธานี 15150,Thailand,2024-06-08T00:00:00+07:00,Retired,1749795,763,3,Married,False,True,True,True,False,iOS,True,True,True,True,183427,161622,53517,4002,402568,Bronze
CUST-A005405,Pitipat,Kamalanon,1978-11-04T00:00:00+07:00,Other,pitipat.kamalanon@example.com,+6614981386,11 หมู่ 72 ถนนนาคะนคร ต.อิตื้อ อ.ห้วยขวาง จ.พระนครศรีอยุธยา,Thailand,2023-08-03T00:00:00+07:00,Unemployed,2640945,556,1,Single,False,True,True,False,False,Android,True,True,False,True,11354,35420,224635,73774,345183,Bronze
CUST-A005406,Yada,Kamalanon,1946-02-28T00:00:00+07:00,Female,yada.kamalanon@example.com,+6614610408,3 ถนนบุณยะภาชน์ ปัตตานี 60290,Thailand,2023-07-26T00:00:00+07:00,Employed,8641868,777,7,Widowed,True,False,True,False,True,iOS,True,False,False,True,1610,22635,48273,2405,74923,Bronze
CUST-A005407,Suvakit,Prachayaroch,1968-12-22T00:00:00+07:00,Male,suvakit.prachayaroch@example.com,+6614945596,93 หมู่ 56 ซอยนิระหานี ตำบลปากทรง จังหวัดภูเก็ต 93580,Thailand,2024-07-01T00:00:00+07:00,Unemployed,1490889,405,7,Divorced,True,True,False,False,False,Web,True,True,False,True,6950,3327,24922,88945,124144,Bronze
CUST-A005408,Ratchanon,Polauaypon,1926-06-13T00:00:00+07:00,Male,ratchanon.polauaypon@example.com,+6615483915,0 ถ.ถุงเงิน อำเภอนาทม จังหวัดตราด 73460,Thailand,2024-04-01T00:00:00+07:00,Unemployed,8045628,370,8,Single,False,True,True,True,True,iOS,True,True,True,True,17418,64018,22137,748,104321,Bronze
CUST-A005409,Peem,Prachayaroch,1982-06-29T00:00:00+07:00,Other,peem.prachayaroch@example.com,+6612149853,78/7 ถนนดีตพันธุ์ บ่อหนองตอกแป้น ภาษีเจริญ สงขลา 26010,Thailand,2024-02-07T00:00:00+07:00,Unemployed,1123269,697,4,Divorced,False,True,False,True,True,Android,False,False,False,True,202174,83486,36324,103198,425182,Bronze
CUST-A005410,Apisara,Methavorakul,1975-02-15T00:00:00+07:00,Other,apisara.methavorakul@example.com,+6611534001,8 ถนนถนัดการยนต์ ต.บางแค อ.เกษตรสมบูรณ์ จ.บึงกาฬ 87340,Thailand,2023-11-29T00:00:00+07:00,Student,3398108,446,2,Widowed,True,True,True,True,True,Android,False,True,True,True,1329,2284,89615,531,93759,Bronze
CUST-A005411,Nichakarn,Tianvarich,1939-08-31T00:00:00+07:00,Other,nichakarn.tianvarich@example.com,+6616563821,743/56 ถนนแนวพญา ในเตา พระนคร ขอนแก่น 19440,Thailand,2023-12-18T00:00:00+07:00,Unemployed,6886209,836,8,Single,False,True,False,True,True,Android,True,True,False,True,160108,141394,26572,22139,350213,Bronze
CUST-A005412,Tunchanok,Charoensuksopol,1924-12-06T00:00:00+07:00,Other,tunchanok.charoensuksopol@example.com,+6615373136,09/3 ถนนธูปหอม บึงหนองปลาหมอกลาง วังทองหลาง เลย 61380,Thailand,2023-07-30T00:00:00+07:00,Student,1496259,654,6,Divorced,True,False,True,True,False,Android,True,True,True,True,8916,1899,1613,19147,31575,Bronze
CUST-A005413,Nutcha,Tungkasethakul,1989-01-28T00:00:00+07:00,Other,nutcha.tungkasethakul@example.com,+6617738023,23 ถนนตราชู อำเภอภูเขียว ระยอง 17280,Thailand,2023-10-12T00:00:00+07:00,Retired,9198748,819,8,Single,True,False,True,False,True,Web,False,True,True,False,21883,7747,101057,7429,138116,Bronze
CUST-A005414,Patchaploy,Methavorakul,1917-09-15T00:00:00+06:42,Female,patchaploy.methavorakul@example.com,+6616918036,13 หมู่ 7 ถ.ศรทอง ต.หนองอิเฒ่าใหญ่ อ.เวียงแก่น ราชบุรี 21870,Thailand,2024-06-22T00:00:00+07:00,Unemployed,8919979,441,3,Single,False,False,False,True,False,iOS,True,True,True,False,14110,2870,6875,165941,189796,Bronze
CUST-A005415,Atit,Wannapaitoonsri,1934-03-17T00:00:00+07:00,Male,atit.wannapaitoonsri@example.com,+6614937244,458/0 ถ.ขันธุลา ต.คลองเขื่อนใหม่ อ.ป้อมปราบศัตรูพ่าย นครศรีธรรมราช 36080,Thailand,2023-12-05T00:00:00+07:00,Retired,5948941,578,1,Divorced,False,False,True,True,True,Web,True,True,True,True,21938,31428,10175,10173,73714,Bronze
CUST-A005416,Patchaploy,Prayoonhong,1980-02-05T00:00:00+07:00,Male,patchaploy.prayoonhong@example.com,+6611934359,8/1 ถนนตั้งกุลงาม ตำบลเขากอบ อำเภอเทพสถิต นครศรีธรรมราช 42410,Thailand,2023-11-15T00:00:00+07:00,Retired,5205182,458,6,Single,True,True,False,True,False,Android,False,True,True,True,17930,3572,57982,35863,115347,Bronze
CUST-A005417,Puntira,Kumsoontorn,1951-12-19T00:00:00+07:00,Female,puntira.kumsoontorn@example.com,+6613818999,95 หมู่ 8 ถ.พีระเพ็ญกุล ทุ่งต่อ คลองใหญ่ สตูล 91010,Thailand,2024-02-02T00:00:00+07:00,Student,1060794,397,4,Married,False,False,True,True,False,Android,True,True,True,True,83940,3495,206027,7759,301221,Bronze
CUST-A005418,Pattamon,Pasuk,1920-01-12T00:00:00+06:42,Male,pattamon.pasuk@example.com,+6617341812,13/0 ถนนธรรมทินนา อำเภอหนอกจอก มุกดาหาร 91060,Thailand,2023-08-07T00:00:00+07:00,Retired,4729429,325,5,Divorced,True,False,True,False,True,Android,False,True,True,False,56616,100965,119447,194715,471743,Bronze
CUST-A005419,Noppakao,Pianduangsri,2018-12-30T00:00:00+07:00,Female,noppakao.pianduangsri@example.com,+6613863966,50 หมู่ 91 หมู่บ้านรัฐพงษ์ ภักดีชุมพล นราธิวาส 66140,Thailand,2023-10-21T00:00:00+07:00,Student,2805505,520,5,Married,False,True,False,True,False,Web,True,True,False,True,770,1531,2840,61,5202,Bronze
CUST-A005420,Nutwadee,Matinawin,2009-08-07T00:00:00+07:00,Female,nutwadee.matinawin@example.com,+6616384057,808 ถ.ดำริห์ชอบ บางตลาดใต้ หนองบัวแดง สกลนคร 27430,Thailand,2023-09-04T00:00:00+07:00,Unemployed,777480,749,2,Married,False,False,True,True,True,iOS,False,True,True,True,26496,372872,93761,4174,497303,Bronze
CUST-A005421,Tunradee,Pothanun,1970-05-28T00:00:00+07:00,Male,tunradee.pothanun@example.com,+6616937791,71/62 ถนนนาคสุทิน เกษตรสมบูรณ์ เพชรบูรณ์ 56730,Thailand,2023-11-30T00:00:00+07:00,Student,9425627,691,4,Divorced,False,True,True,False,False,iOS,True,True,True,True,12815,22362,17507,73640,126324,Bronze
CUST-A005422,Pornchanok,Methavorakul,1935-01-14T00:00:00+07:00,Other,pornchanok.methavorakul@example.com,+6613366255,525/02 ถ.เดชวา ตำบลนาเชือก อำเภอซับใหญ่ พิจิตร 13100,Thailand,2024-06-09T00:00:00+07:00,Employed,7647140,362,8,Married,False,False,False,True,False,iOS,True,True,True,False,139924,182574,15129,46466,384093,Bronze
CUST-A005423,Pak,Pitanuwat,1969-03-06T00:00:00+07:00,Other,pak.pitanuwat@example.com,+6614165168,3/0 ถ.นิลวิมล หนองช้างแล่น จ.กรุงเทพฯ 57980,Thailand,2024-06-23T00:00:00+07:00,Student,1148924,776,8,Single,False,True,False,True,True,iOS,True,False,True,True,75448,54718,211781,109459,451406,Bronze
CUST-A005424,Sorawut,Methavorakul,1939-01-12T00:00:00+07:00,Other,sorawut.methavorakul@example.com,+6613058886,978 ถนนซาซุม อ.พระนคร จ.สุพรรณบุรี 47040,Thailand,2024-03-24T00:00:00+07:00,Retired,4570957,405,4,Divorced,False,False,True,False,True,Android,True,True,True,False,66532,55004,89768,17642,228946,Bronze
CUST-A005425,Jinjuta,Polpo,1984-05-28T00:00:00+07:00,Other,jinjuta.polpo@example.com,+6617153193,194 ถนนตระกูลไม้เรียง ต.ห้วยปากทรงใต้ อ.เทิง จ.ปทุมธานี 74380,Thailand,2023-10-19T00:00:00+07:00,Retired,3189929,576,1,Married,True,True,True,False,True,iOS,True,True,True,False,115292,123225,64709,108780,412006,Bronze
CUST-A005426,Tunradee,Sireelert,1931-11-27T00:00:00+07:00,Other,tunradee.sireelert@example.com,+6619099968,879/5 ถนนฉิมพาลี ต.วัดท่าเรือ อ.บ้านแท่น จ.สระบุรี 34130,Thailand,2023-12-07T00:00:00+07:00,Retired,4695878,463,7,Widowed,False,True,True,True,False,Web,True,True,True,True,15697,1804,50120,238601,306222,Bronze
CUST-A005427,Chayanin,Prakalpawong,2007-02-28T00:00:00+07:00,Female,chayanin.prakalpawong@example.com,+6617887125,8 ซ.ตรีเภรินทร์ ต.ห้วยเขาปูน อ.คอนสาร จ.ปัตตานี,Thailand,2024-05-31T00:00:00+07:00,Unemployed,9316869,713,5,Married,True,True,True,False,True,Android,True,True,True,True,189338,6391,13895,5010,214634,Bronze
CUST-A005428,Nutwadee,Kamalanon,1908-11-23T00:00:00+06:42,Male,nutwadee.kamalanon@example.com,+6611921842,2 ถ.แนวพญา ต.หนองช้างแล่น อ.ศรีสงคราม อำนาจเจริญ 16340,Thailand,2023-08-31T00:00:00+07:00,Unemployed,3719109,682,2,Divorced,True,False,False,False,False,Android,True,False,True,True,2206,209755,125011,2916,339888,Bronze
CUST-A005429,Patchaploy,Suraprasert,1963-11-26T00:00:00+07:00,Female,patchaploy.suraprasert@example.com,+6614707162,193/2 ถ.ซูสารอ ต.เว่อ อ.สะพานสูง จ.พิษณุโลก 36280,Thailand,2023-10-03T00:00:00+07:00,Retired,8438931,542,7,Married,False,True,True,True,False,Android,True,True,False,True,8023,21950,128171,28057,186201,Bronze
CUST-A005430,Teetat,Tungkasethakul,1939-09-05T00:00:00+07:00,Other,teetat.tungkasethakul@example.com,+6619602767,6/2 ถ.ปรีชากุลเศรษฐ์ ต.เขากอบกลาง อ.ศรีสงคราม จ.แพร่ 16690,Thailand,2024-05-05T00:00:00+07:00,Employed,7468213,442,8,Divorced,False,True,True,False,True,Web,False,True,False,True,325957,1916,2397,1913,332183,Bronze
CUST-A005431,Tunchanok,Tungkasethakul,2017-07-12T00:00:00+07:00,Other,tunchanok.tungkasethakul@example.com,+6611371936,83 ต.หนองช้างแล่น อ.ภูเขียว ยโสธร 24600,Thailand,2024-04-15T00:00:00+07:00,Unemployed,3984591,409,2,Single,True,True,False,False,True,Android,True,True,True,True,205362,51377,21064,47112,324915,Bronze
CUST-A005432,Pachongruk,Titipatrayunyong,1928-06-27T00:00:00+07:00,Female,pachongruk.titipatrayunyong@example.com,+6614179476,99/8 ถ.ศรีอุ่น กรุงเทพฯ 26630,Thailand,2023-12-27T00:00:00+07:00,Employed,4963573,502,6,Widowed,False,False,True,True,False,Web,True,True,True,False,38583,15211,110551,4890,169235,Bronze
CUST-A005433,Apisara,Sorattanachai,1912-04-04T00:00:00+06:42,Female,apisara.sorattanachai@example.com,+6612304310,82 หมู่ 8 ถ.ทวนไชย์ นาหินลาด วังทองหลาง สงขลา 68160,Thailand,2023-08-15T00:00:00+07:00,Retired,2041756,567,6,Widowed,False,False,False,False,False,Web,True,True,True,False,6506,119581,4752,2128,132967,Bronze
CUST-A005434,Nutcha,Bunlerngsri,1954-01-02T00:00:00+07:00,Other,nutcha.bunlerngsri@example.com,+6615394840,711/4 ถนนนฤทุกข์ ตำบลคลองขาม อำเภอคอนสาร เพชรบุรี 88990,Thailand,2023-09-04T00:00:00+07:00,Unemployed,9807830,567,3,Divorced,True,True,True,True,False,Android,True,True,True,True,13228,19851,1391,11558,46028,Bronze
CUST-A005435,Pachongruk,Sukhenai,2018-02-18T00:00:00+07:00,Other,pachongruk.sukhenai@example.com,+6618115691,73/77 ถ.ไทยแท้ ตำบลบางกุ้ง อำเภอเนินสง่า เพชรบูรณ์ 58520,Thailand,2023-08-10T00:00:00+07:00,Unemployed,2741356,743,6,Divorced,False,True,False,False,True,Android,True,False,True,True,25536,77338,146658,24095,273627,Bronze
CUST-A005436,Darin,Methavorakul,1987-04-14T00:00:00+07:00,Male,darin.methavorakul@example.com,+6618177150,597 ถนนทองประดิฐ อ.เวียงป่าเป้า พังงา 38450,Thailand,2024-06-20T00:00:00+07:00,Employed,4681775,514,8,Widowed,False,True,True,False,False,iOS,False,True,True,True,90382,191314,9628,178098,469422,Bronze
CUST-A005437,Atit,Choeychuen,2023-01-26T00:00:00+07:00,Male,atit.choeychuen@example.com,+6617111749,5 ถ.ธรรมนิยม ป่ากะบกเตี้ยเหนือ เทพสถิต กรุงเทพมหานคร 19420,Thailand,2024-04-09T00:00:00+07:00,Retired,9408533,459,3,Widowed,False,True,True,False,False,Web,True,True,True,True,8360,295081,161687,22831,487959,Bronze
CUST-A005438,Supasita,Wimolnot,1964-03-17T00:00:00+07:00,Other,supasita.wimolnot@example.com,+6615822350,753/08 ถนนดิศดใน ตำบลในเตาใหญ่ อำเภอศรีสงคราม สมุทรสาคร 57440,Thailand,2023-07-31T00:00:00+07:00,Unemployed,5119733,417,8,Single,False,True,False,False,True,Web,True,True,False,True,131393,161803,9473,39956,342625,Bronze
CUST-A005439,Chayanin,Polauaypon,1928-12-26T00:00:00+07:00,Male,chayanin.polauaypon@example.com,+6615471212,16 หมู่ 5 ถนนนพตระกูล บางดีใต้ บึงกุ่ม หนองบัวลำภู 90670,Thailand,2024-04-14T00:00:00+07:00,Unemployed,1112374,583,3,Married,False,True,True,True,False,Web,True,False,True,True,216689,66259,59873,19046,361867,Bronze
CUST-A005440,Kulnun,Methavorakul,1946-11-21T00:00:00+07:00,Female,kulnun.methavorakul@example.com,+6619582567,360/78 ถนนตรีครุธพันธุ์ ต.บึงเว่อ อ.สะพานสูง ตาก 63020,Thailand,2024-06-24T00:00:00+07:00,Retired,7677513,721,3,Single,False,True,False,True,False,iOS,True,True,True,True,15752,95444,18143,196024,325363,Bronze
CUST-A005441,Chaifah,Kitprapa,1974-03-14T00:00:00+07:00,Other,chaifah.kitprapa@example.com,+6617348600,97/45 ถ.ทวนไชย์ อ.เมือง บึงกาฬ 50190,Thailand,2023-11-28T00:00:00+07:00,Retired,7269354,761,1,Married,False,False,False,True,True,Android,True,False,False,True,27287,3808,35977,408636,475708,Bronze
CUST-A005442,Pattapon,Turongkinanon,1932-05-08T00:00:00+07:00,Female,pattapon.turongkinanon@example.com,+6614506170,8 ถนนศรีอุ่น ตำบลท่างิ้วเหนือ อำเภอคอนสวรรค์ จังหวัดนนทบุรี 38500,Thailand,2023-08-24T00:00:00+07:00,Employed,5450889,788,3,Single,False,True,False,False,False,Web,True,False,True,True,7549,151073,18099,136319,313040,Bronze
CUST-A005443,Todsawun,Pothanun,1997-03-30T00:00:00+07:00,Other,todsawun.pothanun@example.com,+6612375978,61 ถ.ถนัดอาวุธ ตำบลปากคม อำเภอเฉลิมพระเกียรติ อุดรธานี 83610,Thailand,2024-05-23T00:00:00+07:00,Retired,7932875,338,4,Married,False,True,True,False,False,iOS,True,True,True,False,182509,11175,86371,807,280862,Bronze
CUST-A005444,Darin,Anekvorakul,1966-06-13T00:00:00+07:00,Other,darin.anekvorakul@example.com,+6618438635,98/3 ถ.ทรงโกมล เทพสถิต จ.พัทลุง 44750,Thailand,2024-04-19T00:00:00+07:00,Unemployed,1520145,394,5,Widowed,True,True,False,False,False,iOS,False,False,False,True,2905,34689,5199,22124,64917,Bronze
CUST-A005445,Wassaya,Wimolnot,1994-01-05T00:00:00+07:00,Female,wassaya.wimolnot@example.com,+6611726287,1/2 ถนนคณานุรักษ์ ต.นาหินลาด อ.ภาษีเจริญ จ.นครศรีธรรมราช 11020,Thailand,2024-02-06T00:00:00+07:00,Employed,6302510,418,1,Widowed,True,True,False,True,True,Web,False,True,False,False,348156,5891,1212,73873,429132,Bronze
CUST-A005446,Jitrin,Trikasemmart,1981-02-06T00:00:00+07:00,Female,jitrin.trikasemmart@example.com,+6617356498,36/00 ถ.คณานุรักษ์ ภูเก็ต 65950,Thailand,2023-11-01T00:00:00+07:00,Retired,1376603,622,8,Single,True,True,True,False,True,iOS,False,True,True,True,3992,55643,190647,31800,282082,Bronze
CUST-A005447,Puntira,Kittakun,1940-01-28T00:00:00+07:00,Other,puntira.kittakun@example.com,+6611682187,7 ถ.มิ่งขวัญ ต.เกาะโพธิ์ อ.พรเจริญ จ.สมุทรปราการ 83550,Thailand,2023-08-17T00:00:00+07:00,Employed,9082754,310,3,Married,True,False,True,False,False,Android,False,False,True,True,296613,8078,3058,211,307960,Bronze
CUST-A005448,Darin,Pikatsingkorn,2006-08-08T00:00:00+07:00,Male,darin.pikatsingkorn@example.com,+6618070645,125/76 ถ.ทรัพย์ธำรงค์ ปากคาด จ.สุโขทัย 18350,Thailand,2023-08-18T00:00:00+07:00,Unemployed,7117786,453,6,Single,True,False,True,False,True,Web,False,False,True,True,39393,30282,143583,60197,273455,Bronze
CUST-A005449,Phenphitcha,Sooksawang,1967-05-04T00:00:00+07:00,Female,phenphitcha.sooksawang@example.com,+6612608557,86/5 ถนนพรมอ่อน ต.บ้านหัวนาคำ อ.ปากคาด จ.สมุทรสาคร,Thailand,2023-07-27T00:00:00+07:00,Retired,5695006,757,6,Married,True,False,True,False,True,Web,True,True,True,False,83784,237263,22515,112558,456120,Bronze
CUST-A005450,Jinjuta,Thantananont,2005-08-19T00:00:00+07:00,Other,jinjuta.thantananont@example.com,+6613982639,179/30 ถ.ทองสินธุ์ เกษตรสมบูรณ์ สงขลา 46910,Thailand,2024-01-06T00:00:00+07:00,Employed,1488925,464,2,Married,False,False,True,True,False,Android,True,True,True,True,3867,423,9813,148426,162529,Bronze
CUST-A005451,Puntira,Boonpungbaramee,1944-12-11T00:00:00+07:00,Female,puntira.boonpungbaramee@example.com,+6615824122,581 ถ.ถนอมกุลบุตร อำเภอเนินสง่า ประจวบคีรีขันธ์ 36540,Thailand,2023-12-24T00:00:00+07:00,Retired,9530080,765,2,Divorced,True,True,False,True,False,Web,True,False,True,True,1423,8121,2397,436597,448538,Bronze
CUST-A005452,Pornchanok,Anekvorakul,1943-11-02T00:00:00+07:00,Female,pornchanok.anekvorakul@example.com,+6612973177,488 ถ.ศรีวงค์ ตำบลเขาขาว อำเภอบึงกุ่ม ระยอง 32700,Thailand,2023-11-26T00:00:00+07:00,Employed,8606794,510,6,Married,False,True,True,False,False,iOS,True,True,True,True,2866,1207,41682,82438,128193,Bronze
CUST-A005453,Arisara,Siripaiboo,2015-03-03T00:00:00+07:00,Male,arisara.siripaiboo@example.com,+6615791222,0 ถ.ศรีสัตย์ อำเภอบำเหน็จณรงค์ จังหวัดระนอง 27980,Thailand,2023-10-31T00:00:00+07:00,Employed,2737192,401,7,Widowed,False,True,False,True,True,Web,True,True,False,True,782,920,3282,29454,34438,Bronze
CUST-A005454,Kamolchanok,Sukhenai,1998-09-24T00:00:00+07:00,Male,kamolchanok.sukhenai@example.com,+6614377620,4/8 ถ.นิละทัต อำเภอภูเขียว นครราชสีมา 84430,Thailand,2024-02-22T00:00:00+07:00,Employed,8674822,448,7,Divorced,True,False,False,False,False,iOS,False,True,True,True,303,197594,67549,37515,302961,Bronze
CUST-A005455,Suvakit,Pianduangsri,1911-04-26T00:00:00+06:42,Male,suvakit.pianduangsri@example.com,+6615925590,583/0 ถนนนครเทพ บางสะพานน้อย จ.นครนายก 81510,Thailand,2024-06-05T00:00:00+07:00,Employed,2076469,550,6,Married,False,False,True,False,True,Web,False,True,False,True,10921,298274,68335,15050,392580,Bronze
CUST-A005456,Kodchaporn,Kongsri,1992-08-15T00:00:00+07:00,Other,kodchaporn.kongsri@example.com,+6619365325,62 หมู่ 41 ถนนขอหมั่นกลาง อ.ภาษีเจริญ ชัยนาท 10640,Thailand,2024-04-25T00:00:00+07:00,Unemployed,8406983,481,8,Widowed,True,True,False,True,False,Web,True,True,False,True,1162,38285,18857,241783,300087,Bronze
CUST-A005457,Supasita,Pichpandecha,1976-11-23T00:00:00+07:00,Female,supasita.pichpandecha@example.com,+6615571467,20/9 ถนนดาตู ต.ท่าเรือ อ.พรเจริญ ปทุมธานี 70350,Thailand,2024-05-13T00:00:00+07:00,Student,512777,611,8,Married,True,False,True,True,True,Web,False,True,True,True,24006,8732,80821,18007,131566,Bronze
CUST-A005458,Chayanin,Trikasemmart,1911-01-20T00:00:00+06:42,Male,chayanin.trikasemmart@example.com,+6612508419,14/3 ถนนสงประเสริฐ ต.หัวงัว จ.สระแก้ว 46530,Thailand,2024-03-02T00:00:00+07:00,Unemployed,5163392,726,7,Widowed,True,False,False,True,True,Web,True,True,True,True,3674,1613,12315,148387,165989,Bronze
CUST-A005459,Nutkrita,Losatapornpipit,1958-07-09T00:00:00+07:00,Female,nutkrita.losatapornpipit@example.com,+6619711773,649 ถ.ถนัดรักษา ต.หนองปลาหมอ อ.บ้านเขว้า จ.พัทลุง 45760,Thailand,2024-02-03T00:00:00+07:00,Unemployed,9844753,332,1,Widowed,True,False,True,True,False,iOS,True,True,False,True,48420,9187,2407,15204,75218,Bronze
CUST-A005460,Prima,Pikatsingkorn,2001-11-16T00:00:00+07:00,Other,prima.pikatsingkorn@example.com,+6616709596,25/46 ถ.นรวิทย์โชติกุล เกษตรสมบูรณ์ กำแพงเพชร 70290,Thailand,2023-12-29T00:00:00+07:00,Unemployed,1987502,692,8,Divorced,False,False,False,False,True,iOS,True,False,False,True,242250,4487,75298,121689,443724,Bronze
CUST-A005461,Apisara,Sireelert,1957-06-30T00:00:00+07:00,Other,apisara.sireelert@example.com,+6615707814,7/1 ซอยทันยุค ต.โนนแดงใต้ อ.วังยาง สมุทรสงคราม,Thailand,2023-10-17T00:00:00+07:00,Employed,3588697,837,2,Married,True,True,False,True,True,Android,True,False,True,True,25327,16085,346047,2584,390043,Bronze
CUST-A005462,Patcharaporn,Pongpanitch,2016-10-15T00:00:00+07:00,Female,patcharaporn.pongpanitch@example.com,+6612309614,35/3 ถนนนานายน นครสวรรค์ 89330,Thailand,2024-03-13T00:00:00+07:00,Unemployed,9026790,744,4,Widowed,True,True,False,True,False,Android,True,False,True,True,1350,44,510,20,1924,Bronze
CUST-A005463,Pak,Charoensuksopol,1934-12-08T00:00:00+07:00,Male,pak.charoensuksopol@example.com,+6618754373,60 ถนนนะวะมันดร อ.เฉลิมพระเกียรติ จ.บุรีรัมย์ 31930,Thailand,2024-06-01T00:00:00+07:00,Unemployed,8812004,759,7,Single,False,True,False,False,True,Android,True,True,True,True,267232,15412,3536,190815,476995,Bronze
